user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
4169,~01c212ff19647824e2,Jesseca,10.00,Netherlands,21,Error: No education,None,1,0,Design & Creative,0
4170,~01fe5f41e98d3f6cee,Yasyar,6.25,Malaysia,9,Bachelor's degree,Bachelor,0,0,Design & Creative,0
4171,~01183107f0b92ee885,Dwayne,40.00,United States,11,Bachelor of Arts (B.A.),Bachelor,0,6,Writing,5
4172,~01a03f3d86eb7b661a,Pei En,5.00,Malaysia,9,,None,1,0,Design & Creative,0
4173,~0146e0aa50b8073d5d,Krista Mae,8.75,Philippines,22,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,0,6,Admin Support,2
4174,~016e6ea0e2281e4bb7,Heston,10.00,Indonesia,4,,None,1,0,"Web, Mobile & Software Dev",1
4175,~01ee7599e7056c937f,Alex,10.00,Ukraine,6,"[u'Master of Business Administration (M.B.A.)', u'Master of Computer Applications (M.C.A.)']",Master,2,4,"Web, Mobile & Software Dev",1
4176,~0143f1b7a5b49e29f8,Phu,21.00,Vietnam,17,Bachelor of Science (B.S.),Bachelor,0,1,"Web, Mobile & Software Dev",1
4177,~01408e99fbba41a2a7,Dmytro,20.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,1,"Web, Mobile & Software Dev",1
4178,~01aadc8c4e06ac5e7c,Ilyn Paulo,7.00,Philippines,22,Bachelor of Science (B.S.),Bachelor,0,1,Writing,5
4179,~01a4f7ee98de50fa73,Sergey,25.00,Russia,19,Master of Computer Applications (M.C.A.),Master,2,9,"Web, Mobile & Software Dev",1
4180,~019af82d6061b13d8b,Kendell,22.00,United States,11,,None,1,8,Design & Creative,0
4181,~0177570642d0cc7e7e,Michael,50.00,United States,11,Master of Arts (M.A.),Master,2,0,Design & Creative,0
4182,~019f150a1896c06f99,Serena,50.00,United States,11,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Philosophy (M.Phil.)', u'Bachelor of Applied Science (B.A.Sc.)']",Doctorate,3,4,Data Science & Analytics,8
4183,~014ce1ac5cfba0c947,Mykhailo,20.00,Ukraine,6,Master of Architecture (M.Arch.),Master,2,6,Engineering & Architecture,7
4184,~010c2046ecad5016af,Marc,56.00,Spain,0,Licentiate degree,None,1,4,Customer Service,10
4185,~018879faa16fd5c1b8,Andrew,5.00,Romania,28,,None,1,5,Admin Support,2
4186,~01486400c4fe9c08c5,Kyle,16.00,United States,11,Bachelor of Science (B.S.),Bachelor,0,6,Design & Creative,0
4187,~010105f6ffb8cbd73e,Nikita,10.00,Ukraine,6,Master's degree,Master,2,0,"Web, Mobile & Software Dev",1
4188,~01524a1074ab77d13a,Gabriela,11.00,Mexico,39,BA IN INTERNATIONAL AFFAIRS,None,1,15,Customer Service,10
4189,~011236569a05e32ad8,Mahdi,28.00,Germany,26,Master of Computer Applications (M.C.A.),Master,2,11,"Web, Mobile & Software Dev",1
4190,~013948200079670955,Igor,25.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,0,Data Science & Analytics,8
4191,~01c32b085569918668,Evgeny,25.00,Russia,19,,None,1,0,Design & Creative,0
4192,~01be91f6b75db8a2e9,Hakan,30.00,Turkey,3,Master of Education (M.Ed.),Master,2,6,"Web, Mobile & Software Dev",1
4193,~015fec6f9059ed5b49,Marta,10.00,United Kingdom,2,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,0,Translation,4
4194,~01646813df97ded0d9,Annabelle,22.00,Australia,29,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,0,Sales & Marketing,11
4195,~01715bb82c77ebbfe7,Vladimir,35.00,Russia,19,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",1
4196,~01c428739929d66adb,Konstantin,55.00,Ukraine,6,Masters,Master,2,14,"Web, Mobile & Software Dev",1
4197,~01175d67edf2a25c5f,Edralyn,4.44,Philippines,22,Bachelors,Bachelor,0,7,Writing,5
4198,~01845e52a8c778baa8,Muhammad,15.00,Pakistan,12,Bachelors,Bachelor,0,3,IT & Networking,3
4199,~01f4c2bd28e014a5fa,Artyom,25.00,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",1
4200,~01d8d037dbbc03a2d8,Ksenia,40.00,Russia,19,Master of Business Administration (M.B.A.),Master,2,5,"Web, Mobile & Software Dev",1
4201,~01c2ab4ed5bd011889,Shushanik,15.00,Armenia,8,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4202,~019d032b34517cc93f,Alexey,25.00,Russia,19,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,1,"Web, Mobile & Software Dev",1
4203,~01fd04ef10b7b3895c,Vasyl,22.22,Ukraine,6,Bachelors,Bachelor,0,1,"Web, Mobile & Software Dev",1
4204,~01539ece93f2f9904c,Irena,65.00,Czech Republic,62,Bachelor of Arts (B.A.),Bachelor,0,0,Translation,4
4205,~01b8704cce2c9de954,Joaquin,50.00,Spain,0,Bachelor of Arts (B.A.),Bachelor,0,2,Design & Creative,0
4206,~01080a6a671b2cb043,Matthew,25.00,United States,11,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,0,Design & Creative,0
4207,~01f0c0066ff9f2a669,Scott,20.00,United States,11,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,0,Writing,5
4208,~014c88ffc71a60dcf3,Shxiali,22.50,Azerbaijan,31,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,5,Writing,5
4209,~01a4842625c819912f,Puji,14.00,Indonesia,4,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,2,Engineering & Architecture,7
4210,~0170a1b9d3c4e9fa81,Angga,3.75,Indonesia,4,Bachelor of Fine Arts (B.F.A.),Bachelor,0,0,Design & Creative,0
4211,~01c0b7024dcbdb8219,Mohsin,5.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4212,~01ab8d2615f57e7246,Jeremy,16.67,United States,11,Bachelors,Bachelor,0,7,Sales & Marketing,11
4213,~0169766fafa47f29b2,Wes,12.50,United States,11,"[u""Master's degree"", u'Bachelor of Science (B.S.)']",Master,2,22,"Web, Mobile & Software Dev",1
4214,~0189e177da6d75009b,Mark,22.22,United States,11,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,9,Writing,5
4215,~01fae8d4fa6b8aae1e,Leonel Von Russel,3.33,Philippines,22,"[u'Bachelor of Science (B.S.)', u'High school degree']",Bachelor,0,7,Admin Support,2
4216,~01bcb2a2dd1c973250,Barun,15.00,India,5,Bachelor of Commerce (B.Com.),Bachelor,0,9,"Web, Mobile & Software Dev",1
4217,~0117e073651f3d3765,Yakup,5.00,Turkey,3,,None,1,0,Translation,4
4218,~01d9ce5218d91dbd5d,Marissa,13.00,United States,11,"[u'Bachelor of Applied Science (B.A.Sc.)', u'Foundation degree']",None,1,0,Design & Creative,0
4219,~01acbfba7b53ef2406,Muhammad Zulqarnain,8.00,Pakistan,12,,None,1,1,"Web, Mobile & Software Dev",1
4220,~01c575b9ad81027468,Illia,25.00,Ukraine,6,"[u'Bachelor of Arts (B.A.)', u""Bachelor's degree""]",Bachelor,0,2,Design & Creative,0
4221,~0168559e281d201b91,San,10.00,Ukraine,6,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4222,~01593f2054ab4dcf32,Salvator,20.00,Canada,18,"['none', u'Other', u""Bachelor's degree""]",None,1,9,Admin Support,2
4223,~01823e18f35f157c69,Emad Eldin,7.00,Egypt,10,"['none', 'none']",None,1,0,"Web, Mobile & Software Dev",1
4224,~018ebd2eb765d4027d,Vasile,45.00,Moldova,36,,None,1,5,Design & Creative,0
4225,~015257f3a0c3bfa7db,Gulfam,10.00,Pakistan,12,"[u'Master of Philosophy (M.Phil.)', u'Masters', u'Bachelor of Arts (B.A.)']",Master,2,14,"Web, Mobile & Software Dev",1
4226,~0188b1c8661831f37a,Sasa,35.00,Croatia,43,,None,1,0,"Web, Mobile & Software Dev",1
4227,~01ef78cc916ee35250,Lorraine,40.00,United Kingdom,2,Bachelor of Arts (B.A.),Bachelor,0,0,Writing,5
4228,~012bce5d123da34708,Vadim,35.00,Russia,19,,None,1,4,IT & Networking,3
4229,~014d55e292094718e9,Yuanyuan,3.00,China,13,,None,1,0,Design & Creative,0
4230,~01cb2c65960d08e220,Brian Michael Conrad,10.00,Philippines,22,Bachelor of Arts (B.A.),Bachelor,0,2,Design & Creative,0
4231,~01eca497b1a75c82e7,Jessie,30.00,United States,11,"[u'Advertising Copywriting', 'none', 'none']",None,1,38,Writing,5
4232,~01d500b240c3e1ab04,Albury,35.00,United States,11,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,16,Design & Creative,0
4233,~01ed63b6a804a2ee9e,Ma.Luzynel,10.00,Philippines,22,Bachelors,Bachelor,0,6,"Web, Mobile & Software Dev",1
4234,~01762c9180e12afc40,Ocean,30.00,Switzerland,76,"[u'Masters', u'Bachelors']",Master,2,13,Writing,5
4235,~0156ff209eee2f7ce2,Laure,8.00,France,7,"[u'Master of Business Administration (M.B.A.)', u'Associate of Arts and Sciences (A.A.S.)']",Master,2,0,Translation,4
4236,~014dcd7b6c3bac7061,Edward,12.00,Philippines,22,Bachelors,Bachelor,0,12,Sales & Marketing,11
4237,~01499f986c5be34e72,Jayesh,35.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,7,Design & Creative,0
4238,~0156a792bf5b74d324,Juan,6.00,Australia,29,Bachelor of Science (B.S.),Bachelor,0,0,Writing,5
4239,~015b32a3ddbf629ed0,Brad,67.00,South Africa,20,,None,1,0,Sales & Marketing,11
4240,~01a2bf1732f9a612b2,Donovan,150.00,Canada,18,Bachelor of Business Administration (B.B.A.),Bachelor,0,27,Accounting & Consulting,9
4241,~0161a3532d46899ca5,Andrey,12.00,Ukraine,6,"['none', 'none']",None,1,1,"Web, Mobile & Software Dev",1
4242,~016221ab5e79cab972,Karolina,12.50,Poland,30,Bachelor of Arts (B.A.),Bachelor,0,6,Design & Creative,0
4243,~019028d1991e116420,Davide,20.00,Spain,0,Licentiate degree,None,1,8,Translation,4
4244,~0133a26b51ad65bb91,Sviatoslav,17.00,Belarus,35,"['none', 'none']",None,1,11,Design & Creative,0
4245,~01b24fe9161f33e57b,Roman,35.00,Russia,19,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",1
4246,~01b8af3ecb997bf8dc,Oscar,25.50,Russia,19,"[u'Master of Laws (LL.M.)', u'Bachelor of Education (B.Ed.)']",Professional,5,15,"Web, Mobile & Software Dev",1
4247,~01591819e173015c90,Frances,5.00,Philippines,22,Bachelor of Business Administration (B.B.A.),Bachelor,0,5,none,6
4248,~011f94db0b709a99a1,Louisa,25.00,France,7,Bachelor of Arts (B.A.),Bachelor,0,14,Writing,5
4249,~0141b66c765c320e04,Monaliza,5.00,Philippines,22,Bachelor of Commerce (B.Com.),Bachelor,0,4,Admin Support,2
4250,~01bcd2192e66da210c,Efim,17.80,Russia,19,Master of Architecture (M.Arch.),Master,2,3,Engineering & Architecture,7
4251,~01e37277348141e7c7,Angela,30.00,United States,11,Master of Education (M.Ed.),Master,2,7,Writing,5
4252,~015c256ddaa93d5625,Charlotte,30.00,United Kingdom,2,Bachelor of Laws (LL.B.),Professional,5,0,Writing,5
4253,~01ee62bd2e6b384148,Jame,35.00,Canada,18,Error: No education,None,1,0,Data Science & Analytics,8
4254,~01c81a28d0ad253545,Shyamli,20.00,India,5,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,7,Writing,5
4255,~011be141017d56136b,Stefan,10.00,Serbia,23,"[u'Bachelor of Commerce (B.Com.)', u'High school degree']",Bachelor,0,3,Translation,4
4256,~0167e9009ff9e1119d,Yaroslav,12.50,Ukraine,6,Master of Computer Applications (M.C.A.),Master,2,3,Design & Creative,0
4257,~018e0ff2efcd0f4054,James,125.00,United States,11,Bachelor's degree,Bachelor,0,0,Sales & Marketing,11
4258,~012307f6fd34eef71a,Kay,25.00,United Kingdom,2,Bachelor of Education (B.Ed.),Bachelor,0,0,Design & Creative,0
4259,~014c6291a4f918ea4a,Shefali,20.00,India,5,Master of Computer Applications (M.C.A.),Master,2,0,"Web, Mobile & Software Dev",1
4260,~01372641e04f38dbab,Ilya,25.00,Germany,26,Media Informatics (Bachelor),Bachelor,0,5,"Web, Mobile & Software Dev",1
4261,~01392f0e44ab3bf5fa,Chelsea,30.00,United States,11,Bachelor of Arts (B.A.),Bachelor,0,13,Design & Creative,0
4262,~01d0efa237224777a2,Wasfi,30.00,Tunisia,78,Error: No education,None,1,16,Design & Creative,0
4263,~01547cc06d10e3b915,Yauhen,35.00,Belarus,35,,None,1,0,"Web, Mobile & Software Dev",1
4264,~0151a5f4038094577c,Darren,25.00,Australia,29,,None,1,25,"Web, Mobile & Software Dev",1
4265,~012523914b1807f14a,Aliaksei,30.00,Belarus,35,Bachelor of Science (B.S.),Bachelor,0,0,none,6
4266,~01e8ae97eb590eca6f,Shane,15.00,United States,11,Bachelor of Business Administration (B.B.A.),Bachelor,0,17,Admin Support,2
4267,~018a85a0591d2c048c,Alexey,13.00,Russia,19,,None,1,0,"Web, Mobile & Software Dev",1
4268,~01ead67dfc5b1cb0d9,Yury,25.00,Belarus,35,Bachelor of Arts (B.A.),Bachelor,0,3,"Web, Mobile & Software Dev",1
4269,~019ce8283a21561ec6,Wilin,30.00,Thailand,33,Bachelor of Business Administration (B.B.A.),Bachelor,0,7,Writing,5
4270,~01efeefde328424888,Marko,25.00,Serbia,23,Engineer's degree,Master,2,11,Engineering & Architecture,7
4271,~0177b1afd2a4bbd313,Daniel,18.00,Spain,0,Bachelor of Fine Arts (B.F.A.),Bachelor,0,0,Design & Creative,0
4272,~012b800c0894063b34,Petar,5.00,Serbia,23,High school degree,High School,4,0,Translation,4
4273,~01dc302134ba1ec471,Valeria,25.00,Italy,1,"[u'Master of Computer Applications (M.C.A.)', u'Master of Business Administration (M.B.A.)', u'Bachelor of Business Administration (B.B.A.)']",Master,2,7,Accounting & Consulting,9
4274,~01353fe6c93f3e645c,Ovidiu,39.00,Romania,28,,None,1,5,"Web, Mobile & Software Dev",1
4275,~01884779ef80d6ae34,Patrick,90.00,United States,11,Error: No education,None,1,0,"Web, Mobile & Software Dev",1
4276,~01fd05637be0e1aafd,Alina,23.00,Ukraine,6,Master's degree,Master,2,1,"Web, Mobile & Software Dev",1
4277,~0125e848165fb22896,Jacksonville,3.00,Philippines,22,Bachelors,Bachelor,0,10,Sales & Marketing,11
4278,~01ce1fd63b01cfb570,Kenneth,25.00,United States,11,Bachelor of Business Administration (B.B.A.),Bachelor,0,17,Writing,5
4279,~010b65a69443fded5f,Oleksandr,10.00,Ukraine,6,,None,1,4,"Web, Mobile & Software Dev",1
4280,~017ae56b1220233cc7,Ataur,15.00,Bangladesh,25,Masters,Master,2,0,Design & Creative,0
4281,~01c5a6636dcc170f1f,Anu,16.67,Nepal,52,Error: No education,None,1,9,"Web, Mobile & Software Dev",1
4282,~01e3d5b8e8c66f601b,Hemal,12.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,1,"Web, Mobile & Software Dev",1
4283,~014e260d4b128c9b40,Sergio,45.00,Finland,61,"[u'Bachelor of Education (B.Ed.)', u'Bachelor of Education (B.Ed.)']",Bachelor,0,13,Writing,5
4284,~013700922c0c59cfe7,Donna Marie Ayza I.,22.22,Philippines,22,,None,1,3,Writing,5
4285,~0144fd8cc9f7bba87f,Moorthy,15.00,India,5,Error: No education,None,1,5,"Web, Mobile & Software Dev",1
4286,~0189e511b009509760,Jovana,21.00,Serbia,23,"['none', u'Masters']",None,1,1,Design & Creative,0
4287,~01df4f590b7df64e46,Miroslav,15.00,Serbia,23,High School,High School,4,30,Design & Creative,0
4288,~0179102dba8b09e26a,Abhilash,31.25,India,5,Master's,Master,2,14,IT & Networking,3
4289,~01b12bb63f6deac703,Biprodas,12.50,Bangladesh,25,Masters,Master,2,3,Admin Support,2
4290,~0121e464d5be449326,Dmitriy,20.00,Ukraine,6,"[u'Master of Fine Arts (M.F.A.)', u'Bachelor of Fine Arts (B.F.A.)']",Master,2,4,"Web, Mobile & Software Dev",1
4291,~01fb10c549833d9dae,Sougata,10.00,India,5,"[u""Associate's degree"", u""Associate's degree"", u'Bachelor of Arts (B.A.)']",Bachelor,0,8,"Web, Mobile & Software Dev",1
4292,~013aed220ac8d7be82,Rit,16.67,Nepal,52,"['none', u'Bachelor of Commerce (B.Com.)']",None,1,10,Accounting & Consulting,9
4293,~012fbe2242ab829b18,Konstantin,10.00,Russia,19,"[u'Master of Philosophy (M.Phil.)', 'none', 'none']",None,1,18,Admin Support,2
4294,~01532f4aeb4fca879d,Marc,85.00,United States,11,Error: No education,None,1,0,Writing,5
4295,~01dd0f2e7f7c8a83e3,Owen,13.00,South Africa,20,"['none', 'none', 'none', 'none']",None,1,0,IT & Networking,3
4296,~01d3f45a6b1d07c029,Elena,21.00,Ukraine,6,Bachelor of Commerce (B.Com.),Bachelor,0,4,Design & Creative,0
4297,~011af489d6974c4fe1,Mahmudul,6.00,Bangladesh,25,High school degree,High School,4,3,Sales & Marketing,11
4298,~01bf06d4b21cb3b8e2,Cristian,30.00,Romania,28,Bachelor of Engineering (B.Eng.),Bachelor,0,1,Design & Creative,0
4299,~01ae3379526dbcbd6e,Nobin,30.00,Bangladesh,25,"[u'Bachelor of Science (B.S.)', u'High school degree']",Bachelor,0,2,"Web, Mobile & Software Dev",1
4300,~01bea2fb2735ebe695,Anthony,75.00,United States,11,Bachelor of Arts (B.A.),Bachelor,0,2,"Web, Mobile & Software Dev",1
4301,~01db66424901228f93,Cristina,5.00,Argentina,24,,None,1,32,Writing,5
4302,~01c3aa7bbe94c4ef57,Narine,25.00,Armenia,8,Master of Education (M.Ed.),Master,2,0,Translation,4
4303,~0115bfc5e3ec5649f6,Nico,25.00,United Kingdom,2,Bachelor of Engineering (B.Eng.),Bachelor,0,1,Design & Creative,0
4304,~014c118a24d17b8d31,erica,12.00,United States,11,Associate of Arts (A.A.),Associate,6,12,Design & Creative,0
4305,~019170af4e65f66b2d,Amine,37.50,Tunisia,78,Bachelor of Engineering (B.Eng.),Bachelor,0,5,Data Science & Analytics,8
4306,~01ed02878cec62dbf2,Dhirendra,4.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,2,Customer Service,10
4307,~01d544c1ad889ebe70,Balasubramani,15.00,India,5,"[u'Master of Technology (M.Tech.)', u'Master of Science (M.S.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,10,"Web, Mobile & Software Dev",1
4308,~01bdca70cbb4eb7cab,Julia,20.00,Ukraine,6,"['none', u'Master of Arts (M.A.)']",None,1,6,Data Science & Analytics,8
4309,~01d144795dc70e6c10,Joshua,40.00,United States,11,,None,1,3,Design & Creative,0
4310,~014a0d77aeba6cd5ca,Mohsin,25.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,3,Engineering & Architecture,7
4311,~018d584e342d266365,Eugene,30.00,Ukraine,6,"[u'Bachelor of Arts (B.A.)', 'none']",None,1,9,"Web, Mobile & Software Dev",1
4312,~013006257fa1bb01c1,Maximiliano Sebastian,60.00,Argentina,24,"['none', 'none', 'none']",None,1,9,IT & Networking,3
4313,~01d0766bbb948cccae,Evgeniy,18.00,Ukraine,6,Bachelor of Science (B.S.),Bachelor,0,4,"Web, Mobile & Software Dev",1
4314,~01537e2dd200f359b5,Muhammad,25.00,Pakistan,12,Bachelor of Engineering (B.Eng.),Bachelor,0,2,"Web, Mobile & Software Dev",1
4315,~01e1a376ea321ff0c0,Sai,4.00,India,5,BE Electrical and Electronics,None,1,5,Admin Support,2
4316,~014f9ff02a585b5cd5,Victor,18.75,South Africa,20,High school degree,High School,4,4,Sales & Marketing,11
4317,~011b93bd7fb0b02521,Zain,20.00,Pakistan,12,Bachelor's degree,Bachelor,0,1,"Web, Mobile & Software Dev",1
4318,~01f75a95c6ae257998,Anju,28.00,Canada,18,"[u'Master of Computer Applications (M.C.A.)', 'none', u'Master of Science (M.S.)']",None,1,19,Admin Support,2
4319,~01308baef48dacdd6e,Taylor,35.00,United States,11,Error: No education,None,1,4,Writing,5
4320,~0106d820d5a8ab29f8,Dan,30.00,United Kingdom,2,Bachelor of Arts (B.A.),Bachelor,0,3,Writing,5
4321,~017c59eb274f5b77e0,Zoe,30.00,France,7,"['none', 'none']",None,1,0,Translation,4
4322,~011c238f69d735eec4,Sergey,70.00,Russia,19,Master of Computer Applications (M.C.A.),Master,2,14,"Web, Mobile & Software Dev",1
4323,~01ece5bca01305839d,Obayda,10.00,Palestinian Territories,74,,None,1,1,"Web, Mobile & Software Dev",1
4324,~01b11deb3f92446645,Debashis,30.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,6,"Web, Mobile & Software Dev",1
4325,~01e0dbc8efd304d078,Hanny,7.22,Australia,29,Bachelors,Bachelor,0,7,Customer Service,10
4326,~01c71bc9e2b760a7f3,Reza,7.00,Switzerland,76,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,8,Writing,5
4327,~01245a21ae73c17f32,Oscar,40.00,Moldova,36,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,11,"Web, Mobile & Software Dev",1
4328,~01c5f55beb3dee13d9,Yousef,15.00,Egypt,10,Bachelor of Business Administration (B.B.A.),Bachelor,0,1,Translation,4
4329,~015668e446ce04cde7,Julius,4.00,Philippines,22,Bachelor of Engineering (B.Eng.),Bachelor,0,3,Customer Service,10
4330,~01867899686d9f06b8,Saidaziz,5.00,Uzbekistan,110,Bachelor of Arts (B.A.),Bachelor,0,0,Translation,4
4331,~013081a0cefe86fdd2,Dave,25.00,United States,11,Bachelor of Science (B.S.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4332,~01d039a7fea8ce153d,Ivana,7.00,Serbia,23,"['none', u'Master of Business Administration (M.B.A.)']",None,1,0,"Web, Mobile & Software Dev",1
4333,~01fa8f2252f2f09a2f,Michael,45.00,Australia,29,Bachelor of Arts (B.A.),Bachelor,0,11,"Web, Mobile & Software Dev",1
4334,~01984e24dd175a3046,Bogdan,20.00,Ukraine,6,Master's degree,Master,2,6,"Web, Mobile & Software Dev",1
4335,~01b6876644514b9d72,Vipul,15.00,India,5,Bachelors,Bachelor,0,13,IT & Networking,3
4336,~019b6cd015531ddfc2,Antonio,22.22,Venezuela,27,Bachelors,Bachelor,0,14,"Web, Mobile & Software Dev",1
4337,~0181501e3f7717b106,Chris,25.00,Trinidad and Tobago,123,Bachelor of Commerce (B.Com.),Bachelor,0,2,"Web, Mobile & Software Dev",1
4338,~01bae896346c44c796,Daniel,150.00,United States,11,"[u'Doctor of Philosophy (Ph.D.)', u'Bachelor of Science (B.S.)']",Doctorate,3,10,Engineering & Architecture,7
4339,~015731fdf21bdb1bbb,Dmitrii,30.00,Russia,19,Bachelor of Engineering (B.Eng.),Bachelor,0,5,"Web, Mobile & Software Dev",1
4340,~01b02b24e3f0c3d17c,Asimina,20.00,Greece,50,Bachelor's degree,Bachelor,0,0,Admin Support,2
4341,~01b5807fb7a795783d,Ana,120.00,Spain,0,"['none', 'none', u'Bacherlor of Media Studies', u'Postgraduate as voice over and voice actress']",None,1,10,Design & Creative,0
4342,~01d52f364e2b7497d5,Ivan,15.00,Ukraine,6,"[u'Bachelor of Engineering (B.Eng.)', u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,0,1,"Web, Mobile & Software Dev",1
4343,~016155f15d49315033,mihail,10.00,Russia,19,,None,1,8,Translation,4
4344,~01f9ae129fc8fb5636,Magdalena,18.75,India,5,Doctor of Pharmacy (Pharm.D.),Professional,5,4,Translation,4
4345,~01940e41b9cdf4af11,Yan,50.00,United States,11,"['none', 'none']",None,1,12,Design & Creative,0
4346,~01039ff73a82329d79,Sergey,100.00,Russia,19,Bachelor of Engineering (B.Eng.),Bachelor,0,10,Sales & Marketing,11
4347,~01f09377902d305848,John,80.00,United States,11,Bachelor of Arts,Bachelor,0,16,Writing,5
4348,~01f7d37c116cf839dd,Dima,12.00,Lebanon,72,Bachelor of Arts (B.A.),Bachelor,0,6,Design & Creative,0
4349,~01875d0d9b1e4f05c8,Michelle,15.00,United States,11,"['none', u'Bachelor of Arts (B.A.)']",None,1,18,Writing,5
4350,~011f7e60b68cd98040,Rahul,25.00,India,5,Bachelor of Engineering (B.Eng.),Bachelor,0,7,Design & Creative,0
4351,~01d21542a77c824d65,Mark,60.00,United Kingdom,2,Doctor of Philosophy (Ph.D.),Doctorate,3,26,Writing,5
4352,~0116b22b8d1e8da3b0,Roman,20.00,Russia,19,"['none', 'none']",None,1,5,"Web, Mobile & Software Dev",1
4353,~01cd0079e2b82f041b,Bilwal,16.00,Bangladesh,25,Master of Science (M.S.),Master,2,4,"Web, Mobile & Software Dev",1
4354,~0184d0514d1522e956,Hugo,10.00,Spain,0,Bachelor's degree,Bachelor,0,3,Data Science & Analytics,8
4355,~01193437fef29f6955,Janos,25.00,Hungary,45,Bachelor of Arts (B.A.),Bachelor,0,0,Design & Creative,0
4356,~018fe530697dcda32b,Nikki,70.00,United States,11,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Arts (B.A.)']",Master,2,4,Accounting & Consulting,9
4357,~01c792bd37efc8ab45,Martijn,35.00,Netherlands,21,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,2,Data Science & Analytics,8
4358,~0105d2b3f80e5ce9b3,Moises,25.00,Brazil,40,Bachelor of Applied Science (B.A.Sc.),Bachelor,0,1,"Web, Mobile & Software Dev",1
4359,~01efbbde8d56994a85,Adeel,10.00,Pakistan,12,Master of Computer Applications (M.C.A.),Master,2,7,"Web, Mobile & Software Dev",1
4360,~0165ae5d1d37243343,Bretislav,60.00,Czech Republic,62,Doctor of Philosophy (Ph.D.),Doctorate,3,45,Engineering & Architecture,7
4361,~01561247cfcedf990e,Edilberto,7.00,Philippines,22,Error: No education,None,1,0,"Web, Mobile & Software Dev",1
4362,~011908a30e512af679,Patricia,20.00,Germany,26,"[u'Bachelor of Business Administration (B.B.A.)', 'none', 'none']",None,1,4,Translation,4
4363,~01a5373146b7a8280c,Diana,20.00,Mexico,39,"[u'Bachelor of Business Administration (B.B.A.)', u'Bachelor of Business Administration (B.B.A.)']",Bachelor,0,5,Translation,4
4364,~01d1114d21d822ebd7,Deepankar,6.00,India,5,Bachelor of Technology (B.Tech.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4365,~01dc7941c712b6eb35,Angela,15.00,United States,11,,None,1,16,Admin Support,2
4366,~0123caf69ffc089db1,Joseph Dewitt,15.75,United States,11,Associate of Science (A.S.),Associate,6,0,Design & Creative,0
4367,~01f8eed44551dac7eb,Mariia,20.00,Ukraine,6,Master's degree,Master,2,14,Engineering & Architecture,7
4368,~01c8c2365fc6cbbc2a,Sergey,5.00,Russia,19,Bachelor of Engineering (B.Eng.),Bachelor,0,0,"Web, Mobile & Software Dev",1
4369,~019c69dced8582ae31,Hayk,20.00,Armenia,8,"[u'Master of Architecture (M.Arch.)', u'Bachelor of Arts (B.A.)']",Master,2,0,Engineering & Architecture,7
4370,~018a0bb1c99d7d8041,Sri,35.00,United Arab Emirates,14,Master of Business Administration (M.B.A.),Master,2,0,IT & Networking,3
4371,~01e600f686903cb6ef,Tonia,100.00,United States,11,"['none', 'none']",None,1,16,Accounting & Consulting,9
