user_count,worker_id,first_name,bill_rate,country,country_id,degree,education,education_id,work_experience,job_category,job_category_id
12779,~01565ff953dfb12d8e,Ruslan,55.00,Russia,8,Masters,Master,2,2,"Web, Mobile & Software Dev",4
12780,~014748a79c27191e17,Lau,50.00,Malaysia,94,Bachelors,Bachelor,3,14,"Web, Mobile & Software Dev",4
12781,~01b5de52469fdb01f7,Mihai,38.88,Romania,12,"[u'PhD, Economic Informatics', u'Computer Science and Automatic Control']",None,0,11,Design & Creative,0
12782,~01e88424ea8479a501,Zane Shaun,50.00,Australia,1,"['none', 'none']",None,0,2,Writing,2
12783,~01b6138fdf87d025f6,Vitalii,25.00,Ukraine,4,,None,0,12,"Web, Mobile & Software Dev",4
12784,~01de177d6c38eb8434,Caitlin,35.00,South Africa,6,"[u'Baccalaureus Scientiae Honores: Behavioural Geneti', u'Baccalaureus Scientiae: Human Molecular Biology']",None,0,6,Writing,2
12785,~018eb7c140b535518b,Jo,50.00,United Kingdom,3,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,11,Writing,2
12786,~01e2d7f4db0b861d47,Camila,25.00,Brazil,27,"[u'Master of Business Administration (M.B.A.)', u'Bachelor of Arts (B.A.)']",Master,2,5,Writing,2
12787,~01da15b30f78c146cf,Thang Quoc,25.00,Vietnam,2,Bachelor of Arts (B.A.),Bachelor,3,15,Design & Creative,0
12788,~01b303ae5329b9a38f,Jackson,33.33,Macedonia,9,Bachelor of Arts (B.A.),Bachelor,3,3,"Web, Mobile & Software Dev",4
12789,~018c43a7034bcb5e9a,Ahmed,25.00,New Zealand,75,Bachelor of Engineering (B.Eng.),Bachelor,3,1,Writing,2
12790,~01a65e8b5f4f36e504,Ivan,25.00,Ukraine,4,"[u""Bachelor's degree"", u'High school degree']",Bachelor,3,1,"Web, Mobile & Software Dev",4
12791,~01305970838c0a2a97,Anton,50.00,Russia,8,Engineer's degree,Master,2,7,"Web, Mobile & Software Dev",4
12792,~012a3c2ded0b96b5cb,Nikhil,25.00,India,11,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,8,Accounting & Consulting,9
12793,~01e93437f34cd1b934,Heather,25.00,South Africa,6,Error: No education,None,0,0,Translation,8
12794,~01c56bda7022927115,Adrianna,50.00,United Kingdom,3,Bachelor of Arts (B.A.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12795,~01ee66aceebdb52de4,Khalid,125.00,United Kingdom,3,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,2,IT & Networking,3
12796,~0105d5787092958ec6,Alejandro,50.00,Venezuela,62,"[u'Bachelor of Medicine, Bachelor of Surgery (M.B.B.S.)', u'Associate of Arts (A.A.)']",Bachelor,3,0,Writing,2
12797,~01c56e82162d8bdbf4,Belisario,40.00,Argentina,49,"[u'Master of Computer Applications (M.C.A.)', u""Bachelor's degree""]",Master,2,13,"Web, Mobile & Software Dev",4
12798,~01a851b098d25ed3fa,Dima,25.00,Russia,8,,None,0,10,"Web, Mobile & Software Dev",4
12799,~017328215cfe523e37,Vadim,25.00,Ukraine,4,Associate's degree,Associate,5,1,"Web, Mobile & Software Dev",4
12800,~015d46b9c9d00ed430,Sergii,50.00,Ukraine,4,"['none', 'none', 'none', u'Master of Business Administration (M.B.A.)']",None,0,3,"Web, Mobile & Software Dev",4
12801,~01203a95aa02ad2721,Lyubomir,35.00,Bulgaria,52,Bachelor of Arts (B.A.),Bachelor,3,2,Design & Creative,0
12802,~015c46b332a5e32e59,OMAR,25.00,Italy,26,Bachelor's degree,Bachelor,3,5,Design & Creative,0
12803,~01e5fb348cd815d936,Zafarbek,79.00,Uzbekistan,105,Error: No education,None,0,0,"Web, Mobile & Software Dev",4
12804,~01d59ad8efa83af37b,Noam,75.00,Canada,18,"[u""Master's degree"", u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,8,Writing,2
12805,~01ae9ea5ba22878756,Bogdan,35.00,Georgia,17,High school degree,High School,6,2,"Web, Mobile & Software Dev",4
12806,~01726acd739acd13b2,Zinko,50.00,Singapore,35,Error: No education,None,0,0,Translation,8
12807,~01e0372c9feb93a321,Stefan,30.00,Serbia,36,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,0,"Web, Mobile & Software Dev",4
12808,~016b93a27bd61d3700,Aleksander,25.00,Ukraine,4,Master of Architecture (M.Arch.),Master,2,9,Engineering & Architecture,7
12809,~01ed93feac8eb83fe1,Yaroslav,35.00,Ukraine,4,"[u'Master of Computer Applications (M.C.A.)', 'none', 'none']",None,0,13,"Web, Mobile & Software Dev",4
12810,~011f8de49d889ef2c5,Alex,30.00,Ukraine,4,Master's degree,Master,2,3,"Web, Mobile & Software Dev",4
12811,~014f0cad587122ab07,Vlad,35.00,Ukraine,4,Bachelor of Engineering (B.Eng.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12812,~0128c6735e71621840,Ben,25.00,United Kingdom,3,Error: No education,None,0,3,Writing,2
12813,~0113da867c4bb42aab,Andrew,49.00,United Kingdom,3,,None,0,15,"Web, Mobile & Software Dev",4
12814,~01c36e9c2991ef1711,Jyothis,25.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,13,IT & Networking,3
12815,~017d82c2c59d9fe871,Damir,50.00,Serbia,36,High school degree,High School,6,6,"Web, Mobile & Software Dev",4
12816,~014978834a961fc6a6,Ignacio,40.00,Argentina,49,Bachelors,Bachelor,3,8,"Web, Mobile & Software Dev",4
12817,~0124231e9708873d59,Md Nasir,25.00,Bangladesh,10,Error: No education,None,0,4,"Web, Mobile & Software Dev",4
12818,~014a04d647111b4bba,Evgeny,38.00,Russia,8,"['none', 'none']",None,0,6,Engineering & Architecture,7
12819,~01144efc6229653447,David,35.00,United Kingdom,3,Error: No education,None,0,3,Writing,2
12820,~01769dc6ae546ed798,Isha,35.00,India,11,Bachelor's degree,Bachelor,3,6,IT & Networking,3
12821,~01d8e3354da783551c,Sam,28.00,United Kingdom,3,"[u""Master's degree"", 'none', 'none', 'none']",None,0,11,Engineering & Architecture,7
12822,~01474c2eaba1d676b6,Rammurthi,25.00,India,11,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Science (B.S.)']",Master,2,5,"Web, Mobile & Software Dev",4
12823,~017f6f551b550b404c,Bruno,83.33,Croatia,5,"[u'Master of Arts (M.A.)', u""Master's degree""]",Master,2,7,"Web, Mobile & Software Dev",4
12824,~01863825efc778f975,Dima,50.00,Ukraine,4,Master of Business Administration (M.B.A.),Master,2,8,"Web, Mobile & Software Dev",4
12825,~0116e15123a42f29ed,Jan,25.00,Spain,34,"[u'Diploma', u'Other', u'Diploma']",None,0,2,Design & Creative,0
12826,~01afec1d7946caf7a6,Tammy-Jade,27.78,Trinidad and Tobago,112,"['none', 'none']",None,0,9,Design & Creative,0
12827,~0189a1f2b865b72779,Jenya,30.00,Ukraine,4,Error: No education,None,0,4,"Web, Mobile & Software Dev",4
12828,~01456ec05f7b7bdadd,Brett,25.00,Canada,18,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,4,Writing,2
12829,~01ac062b08c0d4b47e,Sebastian,25.00,Argentina,49,"[u""Master's degree"", 'none']",None,0,9,Engineering & Architecture,7
12830,~011bae9760ab715e26,Ahmed,35.00,Egypt,43,,None,0,2,"Web, Mobile & Software Dev",4
12831,~016d902aa0e22f9e8e,Vadym,50.00,Ukraine,4,Error: No education,None,0,7,"Web, Mobile & Software Dev",4
12832,~0186a28d35a436c1ab,Dmitri,37.50,Russia,8,Bachelor of Engineering (B.Eng.),Bachelor,3,1,Design & Creative,0
12833,~01f6ed158667c1ff18,Ivaylo,80.00,Bulgaria,52,"[u'Bachelor of Science (B.S.)', 'none']",None,0,10,Writing,2
12834,~01634c29afbd1914d9,Andrey,27.00,Ukraine,4,Master of Science (M.S.),Master,2,5,"Web, Mobile & Software Dev",4
12835,~015d5dc81bf537b2a7,Ihor,23.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,9,Data Science & Analytics,6
12836,~011986ff317bd1f0ee,Ivan,31.00,Belarus,19,Masters,Master,2,9,IT & Networking,3
12837,~0136cb4b1274dcd63e,Igor,71.00,Russia,8,Bachelors,Bachelor,3,7,"Web, Mobile & Software Dev",4
12838,~0107b771ec40511b95,Vladimir,33.00,Ukraine,4,Error: No education,None,0,3,"Web, Mobile & Software Dev",4
12839,~01e46e225e14d59f5c,Robin,35.00,India,11,Master of Computer Applications (M.C.A.),Master,2,13,"Web, Mobile & Software Dev",4
12840,~01fe6a96ca5befd590,Vladimir,33.33,Bulgaria,52,Diploma,Associate,5,1,"Web, Mobile & Software Dev",4
12841,~01fe2f9525be35ba69,Shamil,68.99,Canada,18,"['none', 'none', 'none']",None,0,11,Data Science & Analytics,6
12842,~016b7c2b9221642af2,Vasiliy,35.00,Ukraine,4,"[u'Economics of commercial enterprise, Bachelor', u'Programming for Computer Systems,junior specialist']",None,0,4,"Web, Mobile & Software Dev",4
12843,~01ff2648e1a3350130,Artem,29.99,Russia,8,Master's degree,Master,2,1,Engineering & Architecture,7
12844,~01ffa60ce5d951cd9c,Nikita,40.00,Russia,8,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,1,"Web, Mobile & Software Dev",4
12845,~01b9914dc52ae79d55,Muhammad Salman,30.00,Canada,18,"['none', 'none', 'none']",None,0,2,"Web, Mobile & Software Dev",4
12846,~01b86fce18e2d588a8,Alexey,35.00,Ukraine,4,Error: No education,None,0,12,"Web, Mobile & Software Dev",4
12847,~0199aae68950d8e20b,Isabelle,40.00,Canada,18,"[u'Bachelor of Education (B.Ed.)', u'Bachelor of Arts (B.A.)']",Bachelor,3,8,Design & Creative,0
12848,~010134a93c75f112f5,Karmen,25.00,Croatia,5,,None,0,5,Design & Creative,0
12849,~017dc2ef0ef509602b,Roman,60.00,Russia,8,,None,0,9,IT & Networking,3
12850,~01263dd41d5699d305,Filip,26.00,Macedonia,9,Bachelor's degree,Bachelor,3,12,Design & Creative,0
12851,~0192eb5e6461ab0352,Olga,25.00,Russia,8,Bachelor of Business Administration (B.B.A.),Bachelor,3,1,Design & Creative,0
12852,~012f19a81d0b3624f2,Ivan,35.00,Russia,8,Master of Computer Applications (M.C.A.),Master,2,8,"Web, Mobile & Software Dev",4
12853,~01546e350cadb8203a,Guillaume,25.00,Cote d'Ivoire,124,Engineer's degree,Master,2,8,Writing,2
12854,~013f2759b992037576,Ashok,25.00,Nepal,69,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Science (B.S.)', u""Associate's degree""]",Master,2,6,"Web, Mobile & Software Dev",4
12855,~01f29c224521377105,Dmytro,35.00,Ukraine,4,,None,0,10,"Web, Mobile & Software Dev",4
12856,~0106d31aa5cfc0113b,Sanjay,30.00,Philippines,42,Bachelor of Science (B.S.),Bachelor,3,2,Design & Creative,0
12857,~01e24b7c66bd773299,Morgan,85.00,Australia,1,Bachelor of Science (B.S.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12858,~0158be1c980a715318,Aleksey,25.00,Belarus,19,Masters,Master,2,7,"Web, Mobile & Software Dev",4
12859,~01a2f53410747b62eb,Philipp C,29.50,Germany,21,"[u'Master of Arts (M.A.)', 'none', 'none']",None,0,10,Writing,2
12860,~014aa814436078d6c2,Olena,25.00,Ukraine,4,Master of Arts (M.A.),Master,2,7,Design & Creative,0
12861,~01c8aeda5df8417124,Anil,30.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12862,~01a83b915f9a935373,Radhika,70.00,Australia,1,Masters,Master,2,-7,Writing,2
12863,~01b86b9a2ad6e99e0e,Charmaine,36.00,South Africa,6,High school degree,High School,6,0,Writing,2
12864,~01c3307bab226b796f,Ville,50.00,Finland,78,Bachelor of Engineering (B.Eng.),Bachelor,3,6,Translation,8
12865,~01fd8cc54528e0e0d8,Sudhir,25.00,India,11,B.TECH,None,0,5,Design & Creative,0
12866,~0138a923880ca21bc4,Yurii,50.00,Netherlands,7,Masters,Master,2,4,"Web, Mobile & Software Dev",4
12867,~01e32e491275db3392,Monique,25.00,Netherlands,7,Error: No education,None,0,-9,Writing,2
12868,~0177444a45436f9fbe,Yurii,27.00,Ukraine,4,"['none', 'none']",None,0,3,"Web, Mobile & Software Dev",4
12869,~014277731d50d85fbf,Shafat,65.00,Pakistan,14,"[u""Master's degree"", u'Bachelors', u'High School']",Master,2,12,Design & Creative,0
12870,~019a43ff1e454b6176,Carolina,40.00,Belgium,70,Bachelor of Business Administration (B.B.A.),Bachelor,3,6,Design & Creative,0
12871,~012405411d1eb28214,Maxim,25.00,Russia,8,Bachelor's degree,Bachelor,3,4,"Web, Mobile & Software Dev",4
12872,~011914837ee5bbc05a,Sergey,60.00,Ukraine,4,Master's degree,Master,2,7,IT & Networking,3
12873,~01f1ea8bdffb88ac47,Rob,32.00,Canada,18,,None,0,10,"Web, Mobile & Software Dev",4
12874,~015f1efdf54e6a821b,Constantin,25.00,Kazakhstan,37,,None,0,8,Admin Support,1
12875,~01e4b9984b6e9f4859,Roxanne,30.00,Spain,34,,None,0,0,Writing,2
12876,~01286b7e35b6e3b8f7,Zubair,30.00,Pakistan,14,"[u'Bachelors', u""Bachelor's degree""]",Bachelor,3,8,Design & Creative,0
12877,~012a5768ea318c2db9,Yury,30.00,Belarus,19,Master's degree,Master,2,9,Sales & Marketing,5
12878,~01cb7472fdc2fb6466,Léa,25.00,France,41,"['none', 'none']",None,0,3,Translation,8
12879,~0104b93a61fd256c95,Ivan,40.00,Russia,8,Bachelor of Laws (LL.B.),Professional,4,2,Design & Creative,0
12880,~01e1ee4e3f1fa273a8,Sergey,29.69,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,3,"Web, Mobile & Software Dev",4
12881,~012ad3a29dc92e45fa,Anup,40.00,India,11,Bachelor of Arts (B.A.),Bachelor,3,2,Design & Creative,0
12882,~010c896583804de338,Vladimir,35.00,Ukraine,4,"[u'Innovation management, Master degree', u'Computer programming, Master degree']",Master,2,9,Design & Creative,0
12883,~012b74976906d33d38,A,40.00,Canada,18,"['none', 'none', 'none', 'none']",None,0,9,Design & Creative,0
12884,~01981e78c255cef97b,Andrey,35.00,Russia,8,"['none', 'none']",None,0,14,"Web, Mobile & Software Dev",4
12885,~01b2349d7924c73845,Fotis,40.00,Greece,24,Error: No education,None,0,17,"Web, Mobile & Software Dev",4
12886,~015255b641926c165d,Jessica,30.00,Hungary,74,"[u'Master of Business Administration (M.B.A.)', 'none']",None,0,4,Writing,2
12887,~012494ee7ca88be02e,Steven,35.00,Mexico,67,Error: No education,None,0,8,"Web, Mobile & Software Dev",4
12888,~011d46e849da2cabde,Victor,25.00,Ukraine,4,Master of Business Administration (M.B.A.),Master,2,3,Data Science & Analytics,6
12889,~01356ee713b688f298,Julia,25.00,Belarus,19,Bachelors,Bachelor,3,9,"Web, Mobile & Software Dev",4
12890,~0143b3b9477c3103fb,Alison,25.00,Canada,18,Error: No education,None,0,0,Design & Creative,0
12891,~01ad3056729c028736,Kasun,30.00,Sri Lanka,68,,None,0,2,Design & Creative,0
12892,~013b08f8250fabf013,Vlad,32.00,Romania,12,"[u'Automatics and Applied Informatics', u'Mathematics - Informatics']",None,0,0,"Web, Mobile & Software Dev",4
12893,~01eae9f32291e3edf6,Eduard,60.00,Ukraine,4,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Master,2,0,Data Science & Analytics,6
12894,~01fdab40c42ad79f90,Akash,24.00,India,11,"[u'Other', u'Other', u'Other']",None,0,3,IT & Networking,3
12895,~019c9e069bd7e01151,Idris,30.00,France,41,"[u'Licentiate degree', u'Licentiate degree', u'Master of Arts (M.A.)']",None,0,4,Design & Creative,0
12896,~01bfd3a50b44e9251b,Anna,30.00,Ukraine,4,,None,0,3,"Web, Mobile & Software Dev",4
12897,~014cf0d5e08e013a71,Goran,33.50,Macedonia,9,,None,0,5,Design & Creative,0
12898,~01ee9346ec69b7d4be,Laeeq,40.00,Pakistan,14,Masters,Master,2,11,Customer Service,10
12899,~012b17d07b5d6aefe9,Graciela,60.00,Spain,34,Master of Fine Arts (M.F.A.),Master,2,12,Design & Creative,0
12900,~01108c5f4d2b74f98b,Selva,30.00,India,11,Error: No education,None,0,17,Design & Creative,0
12901,~01fd6ec31bcf22cc3c,Ian,29.00,United Kingdom,3,"[u'Master of Business Administration (M.B.A.)', u'Master of Business Administration (M.B.A.)']",Master,2,6,Writing,2
12902,~0165394ab678e68083,Ali,27.00,Pakistan,14,"[u'Bachelor of Business Administration (B.B.A.)', u'Bachelor of Science (B.S.)']",Bachelor,3,6,Design & Creative,0
12903,~01d8df4fd6a0011c29,Roman,25.00,Russia,8,Bachelor's degree,Bachelor,3,2,"Web, Mobile & Software Dev",4
12904,~019bbb84395072d089,Sheraz,25.00,Pakistan,14,Bachelor of Applied Science (B.A.Sc.),Bachelor,3,6,Data Science & Analytics,6
12905,~01570e80d2eb58b1c6,Brett,30.00,United Kingdom,3,Error: No education,None,0,0,"Web, Mobile & Software Dev",4
12906,~01aae9a31e491b8eaf,CodeCraft,35.00,Ukraine,4,Master of Arts (M.A.),Master,2,1,"Web, Mobile & Software Dev",4
12907,~01bf61f74905d13666,Ross,55.00,United Kingdom,3,Bachelor of Science (B.S.),Bachelor,3,7,"Web, Mobile & Software Dev",4
12908,~017a51b734ce600b5c,Matthew,35.00,Canada,18,"['none', u'Bachelor of Arts (B.A.)']",None,0,1,Sales & Marketing,5
12909,~01d4e10ac7fb5f68a8,Sergey,45.00,Russia,8,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Science (M.S.)']",Doctorate,1,13,"Web, Mobile & Software Dev",4
12910,~01c519b802505e35b2,Samarth,30.56,India,11,Bachelor's,Bachelor,3,2,"Web, Mobile & Software Dev",4
12911,~01f69935030a307116,Sergey,66.66,Russia,8,,None,0,1,"Web, Mobile & Software Dev",4
12912,~0149f0d98c99875847,Bo,350.00,Denmark,72,Master of Computer Applications (M.C.A.),Master,2,3,Sales & Marketing,5
12913,~010bfa63bc13dc8ef1,Sanja,30.00,Serbia,36,Master of Laws (LL.M.),Professional,4,2,Writing,2
12914,~01838afc807198913a,Octavia,30.00,Romania,12,Bachelor of Arts (B.A.),Bachelor,3,5,Sales & Marketing,5
12915,~01213dd3dd66126646,Utsab Jung,30.00,India,11,"['none', u'High school degree', u'High school degree']",None,0,5,Design & Creative,0
12916,~0123efc8573289b8f1,Raazia,30.00,Pakistan,14,"[u'Doctorate', u'Masters']",Doctorate,1,7,Data Science & Analytics,6
12917,~019702c75d7fe31194,Rasa,30.00,Lithuania,54,Bachelors,Bachelor,3,12,"Web, Mobile & Software Dev",4
12918,~017ac2caa35786d5bf,Anurag,25.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,0,Design & Creative,0
12919,~0187544a45184873a6,Oleg,23.10,Ukraine,4,,None,0,1,"Web, Mobile & Software Dev",4
12920,~0104b6d3dc2a21d28d,Mohammad Zashim,25.00,Bangladesh,10,"[u'Bachelors', u'Diploma', u'Diploma', u'Other', u'High School']",None,0,12,Sales & Marketing,5
12921,~01759750c7062fa541,Christina,40.00,United Kingdom,3,Bachelor of Arts (B.A.),Bachelor,3,9,Design & Creative,0
12922,~014d6a0fc732f576d9,William,42.00,Canada,18,Error: No education,None,0,4,Writing,2
12923,~01b24b09765116ee59,Miheretab,33.33,Ethiopia,123,"[u'Master of Computer Applications (M.C.A.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,3,"Web, Mobile & Software Dev",4
12924,~01958823ffe2e9ab06,Vitaly,35.00,Ukraine,4,Master of Computer Applications (M.C.A.),Master,2,10,"Web, Mobile & Software Dev",4
12925,~01dc4be044d27b4c33,Vera,37.50,Russia,8,Bachelor of Business Administration (B.B.A.),Bachelor,3,5,Design & Creative,0
12926,~01e61ffff58b3c4cf2,Alan,90.00,Canada,18,,None,0,32,Design & Creative,0
12927,~018d88309bf8caa61a,Olivera,27.78,Serbia,36,"[u'Master of Education (M.Ed.)', u'High school degree']",Master,2,6,Design & Creative,0
12928,~01c3d5107dff486d8c,Abhilash,25.00,India,11,Master of Computer Applications (M.C.A.),Master,2,5,Customer Service,10
12929,~0167573ad59f58112f,Joseph,65.00,Nigeria,60,Bachelor of Engineering (B.Eng.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12930,~01bb16ab5b09f9262e,Oleg,39.90,Mexico,67,"[u""Master's"", u'Other']",None,0,2,"Web, Mobile & Software Dev",4
12931,~01335b9a64bbd4d600,Maksim,31.25,Ukraine,4,Bachelor of Engineering (B.Eng.),Bachelor,3,2,"Web, Mobile & Software Dev",4
12932,~01782a8de20749e558,Arvind Pratap,25.00,India,11,Bachelor of Engineering (B.Eng.),Bachelor,3,9,"Web, Mobile & Software Dev",4
12933,~0143b466fd01a2974c,Kyrylo,45.00,Ukraine,4,"[u'Master of Business Administration (M.B.A.)', 'none']",None,0,2,"Web, Mobile & Software Dev",4
12934,~01e27df67a36ad9dc7,Christopher,35.00,Canada,18,Bachelor of Engineering (B.Eng.),Bachelor,3,12,IT & Networking,3
12935,~012f67241d6b43a4ba,Yos,45.00,Japan,79,Bachelor's degree,Bachelor,3,5,Design & Creative,0
12936,~01c0effe74c8308c22,Marina,43.75,Armenia,25,"[u""Master's degree"", u""Bachelor's degree""]",Master,2,8,"Web, Mobile & Software Dev",4
12937,~0132856b4732f44245,Lumer,25.00,Philippines,42,"['none', u'Bachelors']",None,0,7,"Web, Mobile & Software Dev",4
12938,~01d3c4d8b9f3871644,Ashraf,40.00,Egypt,43,Bachelor of Arts (B.A.),Bachelor,3,14,Translation,8
12939,~01caff6c551aaab04f,Thy,27.78,Vietnam,2,Diploma,Associate,5,11,"Web, Mobile & Software Dev",4
12940,~01347c0bd25b59407e,sandeep,25.00,India,11,Bachelors,Bachelor,3,8,"Web, Mobile & Software Dev",4
12941,~0136f93e3c5e386f7e,Renz Eli,35.00,Philippines,42,"['none', 'none']",None,0,5,Design & Creative,0
12942,~0195a0a502bfd9e91a,Mikhail Joseph,25.00,Philippines,42,"[u""Bachelor's"", u""Bachelor's""]",Bachelor,3,10,Engineering & Architecture,7
12943,~016f2ea84ad611d512,Muhammad,27.78,Pakistan,14,Masters,Master,2,3,Accounting & Consulting,9
12944,~018463c674f4d4afe8,Javier,25.00,Argentina,49,"['none', 'none']",None,0,3,Design & Creative,0
12945,~01fa710ed0ce665fa3,Aram,60.00,Armenia,25,"[u'Master of Computer Applications (M.C.A.)', u'Bachelors']",Master,2,4,"Web, Mobile & Software Dev",4
12946,~0166b9906235b3177d,Alex,39.00,Poland,29,Bachelor's degree,Bachelor,3,9,"Web, Mobile & Software Dev",4
12947,~0119c71db554d53d84,Alexey,45.00,Poland,29,Masters,Master,2,12,IT & Networking,3
12948,~01efc06cc68aab3728,Michael,79.77,Israel,47,,None,0,8,"Web, Mobile & Software Dev",4
12949,~01c1d7d5a523b84d78,Valery,31.00,Belarus,19,"[u'Master of Science (M.S.)', u'Bachelor of Science (B.S.)']",Master,2,1,Customer Service,10
12950,~01955f5c9dc8aa5319,Claudyl,40.00,Switzerland,76,Error: No education,None,0,8,Design & Creative,0
12951,~01db454b1100d58245,Joel,37.00,United Kingdom,3,"[u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)', u'Bachelor of Arts (B.A.)']",Master,2,20,"Web, Mobile & Software Dev",4
12952,~018667f8447d71ae19,Debbie,25.00,France,41,Error: No education,None,0,0,Writing,2
12953,~015790c2840a4a8165,Ivan,44.44,Russia,8,Masters,Master,2,9,"Web, Mobile & Software Dev",4
12954,~014876ccfaa5b334c9,Mohsin,30.00,Pakistan,14,Bachelor of Engineering (B.Eng.),Bachelor,3,8,Design & Creative,0
12955,~014270928df68def94,Nika,50.22,Georgia,17,"[u'Bachelor of Engineering (B.Eng.)', u'High school degree']",Bachelor,3,1,IT & Networking,3
12956,~019706c24cfc96769b,Jesus,30.00,Spain,34,"[u'Master of Arts (M.A.)', u'Master of Computer Applications (M.C.A.)']",Master,2,15,Design & Creative,0
12957,~0114cd6b9997d9ec29,Mohan,65.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,3,Data Science & Analytics,6
12958,~0189fea4faca6e1605,Dimitrios,25.00,Bulgaria,52,Bachelor of Technology (B.Tech.),Bachelor,3,0,Customer Service,10
12959,~01bc586a789315f004,Samantha,75.00,Australia,1,"['none', 'none']",None,0,1,Writing,2
12960,~01dda3986361af6b1d,Max,35.00,Sweden,56,Master of Philosophy (M.Phil.),Master,2,3,Writing,2
12961,~014d038f1b70ae890d,Azhar,25.00,Pakistan,14,"[u'Master of Science (M.S.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,4,"Web, Mobile & Software Dev",4
12962,~016678db2487d9787c,Vitalii,25.00,Ukraine,4,Bachelor of Engineering (B.Eng.),Bachelor,3,5,"Web, Mobile & Software Dev",4
12963,~01a342f59fa534db03,Arpy,100.00,Canada,18,"['none', 'none', u'Bachelor of Arts (B.A.)']",None,0,7,"Web, Mobile & Software Dev",4
12964,~01adfc4c1f050306a7,Tigran,30.00,Armenia,25,"['none', u'Master of Computer Applications (M.C.A.)']",None,0,4,"Web, Mobile & Software Dev",4
12965,~0144acc2324304ab4d,Aaheli,40.00,India,11,Doctor of Philosophy (Ph.D.),Doctorate,1,7,Writing,2
12966,~0144cc54826f6b8515,Klaus,50.00,Australia,1,High school degree,High School,6,3,Sales & Marketing,5
12967,~0193c14060798a2bb9,Komal,40.00,India,11,Diploma in Fine Arts,Associate,5,6,Design & Creative,0
12968,~0149888f17752f3ae4,Mikhail,25.00,Russia,8,Master of Arts (M.A.),Master,2,5,"Web, Mobile & Software Dev",4
12969,~01808eed03a6fd4c64,Bruce,75.00,Canada,18,"['none', 'none', 'none']",None,0,8,Sales & Marketing,5
12970,~01810678625b5ac27b,Dawn,39.00,United Kingdom,3,"[u'Doctor of Philosophy (Ph.D.)', u'Master of Arts (M.A.)', u'Bachelor of Arts (B.A.)']",Doctorate,1,9,Writing,2
12971,~0199501b87c7837075,Alan,32.00,Canada,18,Bachelor of Arts (B.A.),Bachelor,3,4,Sales & Marketing,5
12972,~01e6f21ffff7b61569,Oles,70.00,Ukraine,4,"[u'Bachelor of Commerce (B.Com.)', 'none']",None,0,6,Sales & Marketing,5
12973,~01ba015439382b7937,Pargat,30.00,India,11,Bachelor of Technology (B.Tech.),Bachelor,3,7,"Web, Mobile & Software Dev",4
12974,~01f8529527565bb4b5,Ann,35.00,Canada,18,"[u'Master of Education (M.Ed.)', 'none', u'Bachelor of Arts (B.A.)']",None,0,20,Design & Creative,0
12975,~0125ad4158958226da,Shauna,23.00,Canada,18,"[u'Bachelor of Arts (B.A.)', 'none', 'none', 'none']",None,0,7,Sales & Marketing,5
12976,~013d848624d28c1ef0,Viktor,25.00,Ukraine,4,"['none', 'none', 'none']",None,0,6,"Web, Mobile & Software Dev",4
12977,~0183085aec0676e99c,James,40.00,United Kingdom,3,High school degree,High School,6,9,"Web, Mobile & Software Dev",4
12978,~0152e36b83b6f0bbbe,Jasperin,60.00,India,11,"[u'Master of Architecture (M.Arch.)', u'Bachelor of Engineering (B.Eng.)']",Master,2,12,"Web, Mobile & Software Dev",4
12979,~01834d5cc02e1d2385,Aleksander,25.00,Ukraine,4,,None,0,4,Sales & Marketing,5
12980,~01aa0caea743eb1c3c,Bercin,25.00,Turkey,46,"[u'Master of Science (M.S.)', u'Bachelor of Applied Science (B.A.Sc.)']",Master,2,5,Translation,8
12981,~017137714a145aaacd,Miguel,60.00,Portugal,16,Masters in Management,Master,2,0,Writing,2
