user_count,hr_tenure
225,"[0, 0, 0, [22.0], 22.0, 22.0]"
226,None
227,"[137, 4, 0, [75.0, 50.0], 62.5, 62.5]"
228,"[186, 6, 0, [125.0, 125.0, 125.0, 125.0], 125.0, 125.0]"
229,"[0, 0, 0, [33.0], 33.0, 33.0]"
230,"[0, 0, 0, [250.0], 250.0, 250.0]"
231,"[0, 0, 0, [40.0], 40.0, 40.0]"
232,"[344, 11, 0, [20.0], 20.0, 20.0]"
233,"[662, 22, 1, [30.0, 30.0, 33.0, 33.0, 33.0, 30.0, 30.0, 33.0, 29.0, 20.0, 33.0, 33.0, 22.0, 33.0, 23.0, 33.0, 33.0, 33.0, 33.0, 22.0, 20.0], 29.48, 33.0]"
234,"[206, 6, 0, [35.0], 35.0, 35.0]"
235,"[1270, 42, 3, [50.0, 75.0, 50.0, 75.0, 29.0, 66.67, 55.56, 27.78, 50.0, 50.0, 50.0, 38.89, 50.0, 35.0, 35.0, 35.0, 35.0, 28.0, 27.78], 45.46, 50.0]"
236,"[0, 0, 0, [50.0], 50.0, 50.0]"
237,"[299, 9, 0, [32.88, 32.7, 32.88], 32.82, 32.88]"
238,"[61, 2, 0, [30.0], 30.0, 30.0]"
239,None
240,None
241,None
242,"[130, 4, 0, [35.0], 35.0, 35.0]"
243,"[701, 23, 1, [50.0, 50.0, 50.0, 45.0, 40.0, 40.0, 40.0, 40.0], 44.38, 42.5]"
244,"[284, 9, 0, [15.0, 15.0, 15.0, 20.0, 13.0, 50.0], 21.33, 15.0]"
245,"[0, 0, 0, [40.0], 40.0, 40.0]"
246,"[118, 3, 0, [125.0, 125.0], 125.0, 125.0]"
247,"[654, 21, 1, [75.0, 70.0, 85.0, 67.78, 65.75, 85.0, 60.0, 77.78, 82.19, 65.75, 61.11], 72.31, 70.0]"
248,"[0, 0, 0, [150.0], 150.0, 150.0]"
249,"[47, 1, 0, [25.0], 25.0, 25.0]"
250,"[162, 5, 0, [50.0, 50.0, 50.0], 50.0, 50.0]"
251,"[0, 0, 0, [55.0, 45.0], 50.0, 50.0]"
252,"[45, 1, 0, [120.0, 120.0, 90.0], 110.0, 120.0]"
253,"[42, 1, 0, [50.0, 50.0, 50.0], 50.0, 50.0]"
254,None
255,"[696, 23, 1, [200.0, 200.0, 200.0, 100.0, 200.0], 180.0, 200.0]"
256,"[0, 0, 0, [65.0], 65.0, 65.0]"
257,"[255, 8, 0, [15.0], 15.0, 15.0]"
258,None
259,"[1482, 49, 4, [27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 3.0, 28.78, 27.78, 27.78, 25.0, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 3.0, 27.78, 27.78, 27.78, 27.78, 27.78, 27.78, 0.01, 0.01, 0.01, 0.01, 0.01, 1.0, 83.33], 23.84, 27.78]"
260,"[205, 6, 0, [50.0, 50.0, 40.0], 46.67, 50.0]"
261,"[0, 0, 0, [50.0, 50.0], 50.0, 50.0]"
262,"[131, 4, 0, [25.0, 30.0, 30.0, 25.0], 27.5, 27.5]"
263,"[493, 16, 1, [50.0], 50.0, 50.0]"
264,"[0, 0, 0, [44.0], 44.0, 44.0]"
265,"[181, 6, 0, [175.0, 150.0], 162.5, 162.5]"
266,"[481, 16, 1, [35.0, 30.0, 30.0, 20.0, 20.0], 27.0, 30.0]"
267,"[1541, 51, 4, [83.5, 90.0, 64.97, 38.89, 34.99, 34.99, 29.99, 39.98, 38.89, 34.99, 34.99, 34.99, 38.89, 34.99, 34.99, 34.99, 29.99, 34.99, 34.99, 29.99, 38.88, 33.32, 29.99, 29.99, 20.0], 39.49, 34.99]"
268,None
269,None
270,"[0, 0, 0, [50.0, 25.0, 42.5], 39.17, 42.5]"
271,"[598, 19, 1, [55.56, 55.56, 55.56, 55.56, 54.79, 50.0, 20.0, 50.0, 50.0, 55.56, 55.0, 50.0], 50.63, 54.89]"
272,"[855, 28, 2, [160.0, 200.0], 180.0, 180.0]"
273,"[181, 6, 0, [190.0, 160.0, 150.0, 120.0], 155.0, 155.0]"
274,"[89, 2, 0, [15.0, 50.0], 32.5, 32.5]"
275,"[0, 0, 0, [28.0], 28.0, 28.0]"
276,"[1728, 57, 4, [35.0, 35.0, 250.0, 220.0, 35.0, 35.0, 22.0, 30.0, 25.0], 76.33, 35.0]"
277,"[0, 0, 0, [75.0, 75.0, 75.0, 75.0], 75.0, 75.0]"
278,"[847, 28, 2, [105.0, 105.0, 105.0, 50.0, 105.0, 100.0, 80.0, 80.0, 75.0, 6.0], 81.1, 90.0]"
279,"[543, 18, 1, [40.0, 35.0, 35.0], 36.67, 35.0]"
280,"[229, 7, 0, [75.0, 70.0, 70.0, 60.0, 65.0], 68.0, 70.0]"
281,"[0, 0, 0, [30.0], 30.0, 30.0]"
282,"[653, 21, 1, [47.7, 112.0], 79.85, 79.85]"
283,"[836, 27, 2, [38.74, 41.11, 41.11, 41.11], 40.52, 41.11]"
284,"[47, 1, 0, [24.0], 24.0, 24.0]"
285,"[622, 20, 1, [40.0, 40.0, 40.0, 25.0, 25.0, 40.0, 40.0, 40.0, 40.0, 40.0, 20.0, 20.0, 30.0, 30.0, 30.0, 12.0], 32.0, 35.0]"
286,"[1444, 48, 3, [64.99, 55.0, 30.0, 49.99, 49.99, 49.99, 49.99, 49.99, 45.0, 49.99, 49.99, 49.99, 69.99, 49.99, 50.0, 49.99, 42.0, 16.67, 50.0, 50.0, 50.0, 50.0, 50.0, 16.67, 10.0, 16.67, 22.22, 22.22, 22.22, 20.0, 16.67, 16.67, 16.67, 20.0, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67], 35.13, 42.0]"
287,"[278, 9, 0, [75.0, 75.0, 90.0, 75.0, 90.0, 90.0, 75.0, 90.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0], 79.29, 75.0]"
288,"[0, 0, 0, [40.0], 40.0, 40.0]"
289,None
290,"[206, 6, 0, [35.0, 35.0, 35.0, 50.0], 38.75, 35.0]"
291,"[347, 11, 0, [49.0, 39.0, 49.0, 79.0, 79.0, 79.0, 99.0, 199.0, 25.0], 77.44, 79.0]"
292,"[567, 18, 1, [25.0, 30.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.0, 25.0, 20.0, 20.0, 20.0, 20.0, 15.0, 24.0, 18.0, 18.0, 4.0, 10.0], 21.32, 24.5]"
293,"[19, 0, 0, [30.0, 18.27, 25.0], 24.42, 25.0]"
294,"[321, 10, 0, [20.0, 50.0, 50.0, 50.0, 25.0], 39.0, 50.0]"
295,"[209, 6, 0, [42.0, 40.0, 30.0, 35.0], 36.75, 37.5]"
296,"[96, 3, 0, [45.0, 45.0, 45.0, 45.0], 45.0, 45.0]"
297,"[726, 24, 1, [60.0, 60.0, 50.01, 45.0, 45.0, 50.0, 35.0, 52.5], 49.69, 50.0]"
298,"[2206, 73, 6, [100.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 56.0, 55.56, 55.56, 38.89, 55.56], 74.4, 85.0]"
299,"[816, 27, 2, [45.0, 32.88, 45.0, 45.0, 40.0, 40.0, 40.0, 40.0, 35.0, 45.0, 35.0, 45.0, 45.0, 45.0, 45.0, 45.0, 45.0, 40.0, 45.0, 45.0, 45.0, 45.0, 35.0, 40.0, 40.0, 35.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 35.0, 35.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 35.0, 40.0, 40.0, 40.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 27.4, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0, 30.0], 38.93, 40.0]"
300,"[703, 23, 1, [38.0, 35.0, 35.0], 36.0, 35.0]"
301,None
302,"[360, 12, 0, [25.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 26.0, 18.0, 18.0, 18.0, 18.0], 23.46, 26.0]"
303,"[348, 11, 0, [60.0, 50.0, 55.0, 50.0, 45.0], 52.0, 50.0]"
304,"[258, 8, 0, [30.0, 25.0, 25.0], 26.67, 25.0]"
305,"[28, 0, 0, [40.0, 35.0, 35.0, 40.0], 37.5, 37.5]"
306,"[1215, 40, 3, [60.0, 80.0], 70.0, 70.0]"
307,"[513, 17, 1, [31.0, 29.5, 29.5, 29.5, 29.5, 27.5, 27.5, 27.5, 20.0, 27.5, 27.5], 27.86, 27.5]"
308,"[74, 2, 0, [44.44], 44.44, 44.44]"
309,None
310,"[245, 8, 0, [35.0], 35.0, 35.0]"
311,"[1690, 56, 4, [31.25, 44.44], 37.84, 37.84]"
312,"[0, 0, 0, [50.0, 50.0, 50.0], 50.0, 50.0]"
313,"[131, 4, 0, [30.0, 35.0, 15.0, 10.0], 22.5, 22.5]"
314,"[0, 0, 0, [45.0], 45.0, 45.0]"
315,"[420, 14, 1, [37.5, 37.5, 37.5, 35.0, 35.0, 45.0, 45.0, 35.0], 38.44, 37.5]"
316,"[390, 13, 1, [25.0, 25.0, 25.0, 25.0, 25.0, 31.25, 31.25, 25.0, 25.0, 25.0, 22.22, 25.0, 26.25, 26.25, 29.0, 35.0, 32.5, 15.0, 15.0, 23.0, 15.0], 25.08, 25.0]"
317,"[125, 4, 0, [20.0, 25.0, 25.0, 25.0, 15.0, 13.0], 20.5, 22.5]"
318,"[220, 7, 0, [22.5, 22.0], 22.25, 22.25]"
319,"[1180, 39, 3, [40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 62.5], 40.73, 40.0]"
320,"[0, 0, 0, [50.0, 65.0], 57.5, 57.5]"
321,"[0, 0, 0, [37.0], 37.0, 37.0]"
322,"[160, 5, 0, [65.0, 65.0, 50.0, 50.0], 57.5, 57.5]"
323,"[0, 0, 0, [125.0, 140.0], 132.5, 132.5]"
324,"[91, 3, 0, [59.0, 29.0, 29.0, 29.0, 29.0, 59.0, 25.0], 37.0, 29.0]"
325,None
326,"[307, 10, 0, [65.0, 10.0], 37.5, 37.5]"
327,"[109, 3, 0, [85.0, 85.0, 50.0, 50.0], 67.5, 67.5]"
328,"[502, 16, 1, [87.5, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 68.0, 25.0, 68.0, 68.0, 58.0, 40.0, 50.0, 50.0, 25.0, 40.0, 40.0, 40.0, 25.0, 40.0, 30.0], 54.1, 63.0]"
329,"[0, 0, 0, [27.78, 48.61, 20.83], 32.41, 27.78]"
330,"[0, 0, 0, [55.56], 55.56, 55.56]"
331,"[0, 0, 0, [55.56], 55.56, 55.56]"
332,"[0, 0, 0, [55.56], 55.56, 55.56]"
333,"[0, 0, 0, [48.61], 48.61, 48.61]"
334,"[0, 0, 0, [50.0], 50.0, 50.0]"
335,"[0, 0, 0, [85.0, 85.0, 85.0, 85.0], 85.0, 85.0]"
336,"[397, 13, 1, [16.85, 50.56, 39.33, 22.47, 22.47, 50.56, 50.56, 50.56, 39.33, 50.56, 45.0, 35.0, 50.56, 39.33, 50.56], 40.91, 45.0]"
337,"[165, 5, 0, [20.0], 20.0, 20.0]"
338,None
339,"[0, 0, 0, [62.5], 62.5, 62.5]"
340,"[261, 8, 0, [55.56, 48.61], 52.09, 52.09]"
341,"[0, 0, 0, [55.56], 55.56, 55.56]"
342,"[0, 0, 0, [69.44], 69.44, 69.44]"
343,"[34, 1, 0, [30.0, 15.0], 22.5, 22.5]"
344,"[662, 22, 1, [50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 20.0, 45.0, 50.0, 40.0, 100.0], 50.45, 50.0]"
345,"[107, 3, 0, [25.0, 22.0, 26.5, 18.0, 18.0, 20.0, 22.0, 16.0, 18.0, 18.0, 18.0], 20.14, 18.0]"
346,"[838, 27, 2, [45.55, 45.55, 45.0, 39.5, 35.0, 25.0, 10.0, 10.0, 12.0, 25.0, 25.0, 18.0, 20.0, 20.0], 26.83, 25.0]"
347,"[486, 16, 1, [25.0, 20.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 31.25], 25.13, 25.0]"
348,"[202, 6, 0, [13.0, 13.0, 7.0], 11.0, 13.0]"
349,"[213, 7, 0, [120.0, 120.0, 70.0, 60.0, 68.0, 35.0, 32.0, 32.0], 67.13, 64.0]"
350,"[136, 4, 0, [60.0, 45.0, 55.0, 40.0, 40.0, 40.0], 46.67, 42.5]"
351,"[1068, 35, 2, [40.0, 33.34, 27.78, 33.34, 50.0, 30.0, 27.78, 20.0, 28.0, 20.0, 25.0, 25.0, 20.0, 30.0, 20.0, 25.0, 50.0, 50.0, 11.11], 29.81, 27.78]"
352,"[219, 7, 0, [37.5], 37.5, 37.5]"
353,"[1215, 40, 3, [25.0, 3.0, 3.0, 3.0, 18.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 20.0, 3.0, 20.0, 20.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 20.0, 3.0, 20.0, 20.0, 3.0, 3.0, 3.0, 3.0, 17.99, 3.0, 3.0, 18.0, 17.99, 3.0, 17.99, 17.99, 3.0, 3.0, 17.99, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 17.99, 3.0, 17.99, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 17.99, 3.0, 3.0, 3.0, 17.99, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 18.0, 3.0, 3.0, 17.75, 18.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 17.75, 18.0, 3.0, 3.0, 17.75, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 18.01, 3.0, 3.0, 3.0, 11.11, 11.11, 15.0, 10.0], 6.27, 3.0]"
354,"[287, 9, 0, [60.0, 75.0, 60.0, 75.0, 75.0, 60.0, 60.0, 60.0], 65.63, 60.0]"
355,"[76, 2, 0, [49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 49.0, 45.0], 48.5, 49.0]"
356,"[604, 20, 1, [22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 15.0, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 15.0, 22.5, 22.5, 22.5, 22.5, 15.0, 15.0, 22.5, 22.5, 22.5, 15.0, 22.5, 22.5, 22.5, 15.0, 22.5, 15.0, 10.0, 15.0, 15.0, 15.0, 15.0, 10.0, 15.0], 19.83, 22.5]"
357,"[359, 11, 0, [75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 67.42, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 75.0, 67.42, 75.0, 75.0, 67.42, 67.42, 67.42, 67.42, 75.0, 67.42, 67.42, 67.42, 67.42, 67.42, 67.42, 75.0, 75.0, 75.0, 67.42, 67.42, 67.42, 67.42, 67.42, 75.0, 67.42, 67.42, 67.42, 67.42, 75.0, 67.42, 67.42, 67.42, 67.42, 75.0, 67.42, 67.42, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0, 75.0], 35.71, 3.0]"
358,None
359,"[257, 8, 0, [50.0, 50.0, 50.0, 50.0], 50.0, 50.0]"
360,"[0, 0, 0, [49.0, 49.0], 49.0, 49.0]"
361,None
362,"[719, 23, 1, [45.0, 35.0, 35.0, 35.0, 35.0, 40.0, 40.0, 30.0, 40.0, 25.0, 10.0, 25.0, 25.0, 20.0, 25.0], 31.0, 35.0]"
363,"[1971, 65, 5, [22.5, 22.5, 22.5, 15.56, 22.5, 22.5, 22.5, 22.5, 22.5, 25.0, 25.0, 22.5, 22.5, 22.5, 22.5, 22.5, 22.5, 24.5, 22.5, 22.5, 18.63, 22.5, 22.5, 25.0, 25.0, 22.5, 21.2, 22.5, 25.0, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.2, 21.0, 21.24, 16.67, 16.67, 18.89, 16.67, 18.89, 18.89, 16.67, 16.67, 18.89, 16.67, 16.67, 16.67, 17.0, 16.67, 16.67, 16.67, 18.0, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 19.73, 16.67, 16.67, 16.67, 16.67, 18.89, 18.89, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.66, 18.89, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 15.56, 15.56, 25.0, 16.67, 15.56, 16.67, 15.56, 16.67, 15.56, 16.67, 15.56, 15.56, 15.56, 16.67, 15.56, 16.67, 16.67, 15.56, 16.67, 16.67, 15.56, 15.56, 15.56, 18.0, 16.67, 15.56, 13.33, 15.56, 15.56, 13.33, 15.56, 15.56, 15.56, 15.56, 13.33, 15.56, 15.56, 16.67, 20.0, 16.67, 13.33, 13.33, 13.33, 13.33, 13.33, 16.67, 15.56, 13.33, 13.33, 15.56, 16.67, 13.33, 15.56, 13.33, 15.56, 16.67, 13.33, 13.33, 13.33, 16.67, 13.33, 13.89, 13.33, 16.67, 13.33, 15.56, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 13.33, 11.22, 11.11, 11.11, 13.33, 13.33, 13.33, 13.33, 16.67, 13.33, 13.33, 16.67, 13.33, 11.0, 11.11, 13.33, 13.33, 13.33, 10.0, 11.11, 11.11, 10.0, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 11.11, 7.78, 7.78], 16.59, 16.67]"
364,"[419, 13, 1, [156.25, 138.89, 156.25, 156.25, 138.89, 138.89, 138.89, 138.89, 138.89, 138.89, 138.89, 138.89, 60.0, 60.0], 131.34, 138.89]"
365,"[167, 5, 0, [65.0, 45.0, 65.0, 65.0, 65.0, 65.0, 60.0, 30.0, 45.0, 60.0, 40.0, 40.0, 30.0], 51.92, 60.0]"
366,None
367,"[457, 15, 1, [50.0, 30.0, 10.0, 50.0, 55.0, 12.0, 25.0], 33.14, 30.0]"
368,"[446, 14, 1, [35.0, 70.0, 18.0, 25.0, 10.0, 20.0, 20.0, 18.0], 27.0, 20.0]"
369,"[137, 4, 0, [40.0, 40.0, 50.0, 40.0, 40.0], 42.0, 40.0]"
370,None
371,"[636, 21, 1, [30.0, 40.0, 105.0, 35.0, 70.0, 40.0, 40.0, 20.0, 40.0, 50.0, 40.0, 50.0, 30.0, 30.0, 30.0], 43.33, 40.0]"
372,"[161, 5, 0, [13.2, 25.0, 20.0, 20.0, 15.0], 18.64, 20.0]"
373,None
374,"[292, 9, 0, [50.0, 40.0], 45.0, 45.0]"
375,"[605, 20, 1, [85.0, 85.0, 75.0, 60.0, 50.0, 60.0, 60.0, 45.0, 60.0, 60.0, 50.0, 75.0, 75.0, 40.0, 75.0, 70.0, 70.0, 35.0, 35.0, 35.0], 60.0, 60.0]"
376,"[815, 27, 2, [50.0, 45.0, 50.0, 55.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 45.0, 55.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 50.0, 50.0, 45.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 55.0, 50.0, 44.89, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 50.0, 33.33, 50.0, 50.0, 38.89, 50.0, 33.33], 49.39, 50.0]"
377,"[454, 15, 1, [11.11], 11.11, 11.11]"
378,"[346, 11, 0, [14.0, 14.0, 14.0, 14.0], 14.0, 14.0]"
379,None
380,"[207, 6, 0, [60.0], 60.0, 60.0]"
381,"[384, 12, 1, [30.0, 25.0, 30.0, 25.0, 25.0, 25.0], 26.67, 25.0]"
382,"[0, 0, 0, [25.0], 25.0, 25.0]"
383,"[0, 0, 0, [40.0], 40.0, 40.0]"
384,"[595, 19, 1, [3.0, 21.92, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 22.22, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0], 4.66, 3.0]"
385,"[829, 27, 2, [40.0, 45.0, 30.0, 42.0, 30.0, 36.0, 42.0, 42.0, 36.0, 42.0, 36.0, 36.0, 30.0, 33.0, 30.0, 30.0, 30.0, 27.0, 33.0, 30.0], 35.0, 34.5]"
386,"[597, 19, 1, [85.0, 90.0], 87.5, 87.5]"
387,"[699, 23, 1, [23.33, 20.0, 10.0], 17.78, 20.0]"
388,"[840, 28, 2, [113.33], 113.33, 113.33]"
389,"[173, 5, 0, [45.0, 25.0, 40.0, 35.0, 55.0, 55.0], 42.5, 42.5]"
390,"[361, 12, 0, [25.0, 20.0, 25.0, 25.0, 25.0, 20.0, 25.0, 25.0, 25.0, 20.0, 20.0], 23.18, 25.0]"
391,"[150, 5, 0, [32.0, 32.0], 32.0, 32.0]"
392,"[732, 24, 2, [16.67, 16.67, 16.67, 16.67, 16.67, 16.67, 15.0, 16.67, 45.0, 60.0, 16.0], 22.97, 16.67]"
393,"[646, 21, 1, [20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0, 20.0], 20.0, 20.0]"
394,"[479, 15, 1, [20.0, 22.0, 36.0], 26.0, 22.0]"
395,"[45, 1, 0, [15.62, 35.0], 25.31, 25.31]"
396,"[135, 4, 0, [19.0, 18.0], 18.5, 18.5]"
397,"[135, 4, 0, [55.0, 55.0, 50.0, 40.0, 50.0, 55.0, 50.0, 55.0, 70.0, 61.45, 61.45], 54.81, 55.0]"
398,"[472, 15, 1, [25.0, 25.0, 25.0, 25.0, 50.0, 50.0, 50.0, 50.0, 50.0], 38.89, 50.0]"
399,"[185, 6, 0, [20.0, 20.0, 20.0, 20.0], 20.0, 20.0]"
400,"[251, 8, 0, [20.0, 16.0, 20.0, 20.0, 20.0, 20.0, 20.0], 19.43, 20.0]"
401,"[838, 27, 2, [45.0, 21.92], 33.46, 33.46]"
402,"[219, 7, 0, [150.0, 150.0, 125.0], 141.67, 150.0]"
403,None
404,"[682, 22, 1, [50.0, 50.0, 50.0, 50.0, 50.0, 15.0], 44.17, 50.0]"
405,"[86, 2, 0, [37.0, 50.0], 43.5, 43.5]"
406,"[57, 1, 0, [85.0, 35.0], 60.0, 60.0]"
407,"[565, 18, 1, [11.0, 19.0, 20.0, 15.0, 19.0, 19.0, 20.0, 20.0, 19.0, 18.0, 11.0, 10.0], 16.75, 19.0]"
408,"[41, 1, 0, [15.0, 18.0, 15.0, 15.0], 15.75, 15.0]"
409,"[352, 11, 0, [30.0, 30.0, 15.0, 30.0, 30.0, 30.0, 30.0], 27.86, 30.0]"
410,"[0, 0, 0, [45.0], 45.0, 45.0]"
411,"[153, 5, 0, [65.0], 65.0, 65.0]"
412,"[93, 3, 0, [45.0, 45.0, 45.0], 45.0, 45.0]"
413,"[0, 0, 0, [41.56], 41.56, 41.56]"
414,"[98, 3, 0, [55.0, 65.0, 45.0, 50.0, 38.0, 60.0, 40.0, 45.0, 40.0], 48.67, 45.0]"
415,"[190, 6, 0, [40.0, 25.0, 4.0], 23.0, 25.0]"
416,"[131, 4, 0, [25.0], 25.0, 25.0]"
417,"[198, 6, 0, [50.0, 40.0, 25.0], 38.33, 40.0]"
418,"[128, 4, 0, [18.0, 18.0, 10.0], 15.33, 18.0]"
419,None
420,"[101, 3, 0, [17.0, 9.0, 20.0, 10.0], 14.0, 13.5]"
421,"[1294, 43, 3, [31.11, 37.99, 23.99, 23.99, 17.78], 26.97, 23.99]"
422,"[474, 15, 1, [60.0, 30.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 50.0, 50.0, 60.0, 50.0, 40.0, 50.0, 30.0, 50.0, 30.0, 50.0, 30.0, 30.0, 30.0, 30.0], 46.82, 50.0]"
423,"[431, 14, 1, [40.0, 40.0, 40.0, 40.0, 40.0, 40.0, 45.0, 40.0, 40.0, 40.0, 40.0, 38.46, 40.0, 40.0, 40.0, 40.0, 45.0, 40.0, 40.0, 38.46, 40.0, 40.0, 40.0, 40.0, 30.0], 39.88, 40.0]"
424,"[195, 6, 0, [70.0, 70.0, 50.0, 50.0], 60.0, 60.0]"
425,"[640, 21, 1, [170.0, 83.33, 66.67, 66.67, 66.67], 90.67, 66.67]"
426,"[0, 0, 0, [35.0, 34.0, 33.0], 34.0, 34.0]"
427,"[161, 5, 0, [50.0, 80.0, 30.0, 65.0, 50.0, 44.0], 53.17, 50.0]"
428,"[855, 28, 2, [24.0, 24.0, 22.0, 24.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 22.0, 20.0, 20.0], 22.13, 22.0]"
429,"[1877, 62, 5, [60.0, 15.0, 10.0, 15.0, 10.0, 60.0, 10.0, 10.0, 10.0, 10.0, 15.0, 10.0, 15.0, 10.0, 10.0, 10.0, 10.0, 10.0, 7.5, 12.5, 12.5, 10.0, 15.0, 10.0, 10.0, 12.5, 10.0, 10.0, 10.0, 10.0, 10.0, 60.0, 12.5, 10.0, 8.5, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 12.5, 10.0, 7.5, 10.0, 10.0, 10.0, 10.0, 10.0, 12.5, 11.11, 10.0, 10.0, 8.5, 12.5, 8.5, 8.5, 8.5, 8.5, 6.5, 7.5, 2.5, 2.5, 2.5, 7.78], 12.24, 10.0]"
430,"[0, 0, 0, [25.0, 25.0], 25.0, 25.0]"
431,"[155, 5, 0, [17.0, 18.0, 20.0, 20.0, 25.0, 18.0, 25.0, 25.0, 25.0], 21.44, 20.0]"
432,"[810, 27, 2, [15.0, 12.5, 15.0, 30.0, 15.0, 12.5, 7.0, 15.0, 8.0, 15.0, 15.0, 12.5, 7.0, 13.0, 25.0, 10.0, 13.0, 13.0, 10.0, 10.0, 10.0, 10.0, 6.0, 10.0, 13.0, 10.0, 10.0, 10.0, 10.0], 12.5, 12.5]"
